sentence,adjectives,transparency,polarity,negation,gender,gpt2_large_surprisal,xlnet_large_cased_surprisal,bert_large_cased_surprisal,roberta_large_surprisal
"He is not lucky, and she is lucky too.",lucky-unlucky,y,pp,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-11.23322582244873;-2.6557717323303223;-5.612340927124023;-0.8591756820678711;-3.722442626953125;-4.024828910827637;-0.8675508499145508,0.0;-9.881736755371094;-2.7797298431396484;-9.330102920532227;-2.9697036743164062;-6.594936370849609;-5.17926025390625;-7.9340667724609375;-8.322429656982422;-5.627294540405273,-0.3873310089111328;-0.13965415954589844;-5.736919403076172;-0.7622385025024414;-1.7994270324707031;-0.9056520462036133;-0.08318328857421875;-3.255406379699707;-0.6380367279052734;-0.030874252319335938,-0.385833740234375;-0.11476898193359375;-6.8388214111328125;-3.8411178588867188;-1.3242034912109375;-0.7002105712890625;-0.30902862548828125;-1.6215019226074219;-1.2374954223632812;-0.03499603271484375
"He is not unlucky, and she is unlucky too.",lucky-unlucky,y,mm,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-13.218668937683105;-2.5814208984375;-6.401209831237793;-0.9885244369506836;-5.721636772155762;-4.522753715515137;-0.9850969314575195,0.0;-8.555015563964844;-2.660747528076172;-32.627220153808594;-2.668071746826172;-8.191215515136719;-3.997833251953125;-31.648948669433594;-8.517009735107422;-5.612884521484375,-0.5457277297973633;-0.0579071044921875;-3.237863540649414;-0.09891796112060547;-1.212350845336914;-1.217970848083496;-0.03748893737792969;-0.002170562744140625;-0.5804033279418945;-0.030233383178710938,-0.29396820068359375;-0.09503173828125;-5.17462158203125;-3.7014198303222656;-1.1808319091796875;-0.7324295043945312;-0.17247772216796875;-3.291210174560547;-1.275604248046875;-0.0509033203125
"He is not lucky, and she is unlucky too.",lucky-unlucky,y,pm,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-11.23322582244873;-2.6557717323303223;-5.612340927124023;-0.8591756820678711;-5.715188980102539;-4.1282243728637695;-0.8777284622192383,0.0;-10.036983489990234;-4.471911430358887;-12.094598770141602;-2.89984130859375;-7.618192672729492;-6.976062774658203;-27.644514083862305;-11.34027099609375;-7.0646514892578125,-0.4316720962524414;-0.08952522277832031;-2.8811216354370117;-0.45210742950439453;-0.7181968688964844;-1.4698371887207031;-0.03030872344970703;-0.020994186401367188;-0.48949241638183594;-0.02149200439453125,-1.8107452392578125;-0.11455535888671875;-1.5756378173828125;-0.6586761474609375;-0.664093017578125;-1.2772369384765625;-0.26674652099609375;-3.0173797607421875;-0.2126312255859375;-0.03551483154296875
"He is not unlucky, and she is lucky too.",lucky-unlucky,y,mp,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-13.218668937683105;-2.5814208984375;-6.401209831237793;-0.9885244369506836;-4.072664260864258;-4.003924369812012;-0.9006824493408203,0.0;-9.383575439453125;-3.1273813247680664;-34.05911064147949;-2.9980106353759766;-7.523162841796875;-6.046504974365234;-8.037433624267578;-6.501943588256836;-8.871631622314453,-0.5386848449707031;-0.07811737060546875;-1.737380027770996;-0.0957803726196289;-0.950800895690918;-1.3821849822998047;-0.0272216796875;-2.299313545227051;-0.4048318862915039;-0.025188446044921875,-3.6022109985351562;-0.07530975341796875;-1.8689956665039062;-6.202190399169922;-0.3261871337890625;-4.2227935791015625;-0.13869476318359375;-0.6227035522460938;-0.5350112915039062;-0.038055419921875
"She is lucky, and he is lucky too.",lucky-unlucky,y,pp,n,fm,0.0;-3.225691318511963;-10.304437160491943;-2.877988338470459;-4.896885871887207;-0.6152181625366211;-1.5773677825927734;-2.7521705627441406;-0.9114093780517578,0.0;-8.919010162353516;-12.035392761230469;-2.6505279541015625;-4.268806457519531;-7.0709075927734375;-9.79364013671875;-5.351020812988281;-6.28546142578125,-0.42223167419433594;-0.09743499755859375;-0.10806560516357422;-0.16788196563720703;-0.7115659713745117;-0.008541107177734375;-0.14363479614257812;-0.08224964141845703;-0.028553009033203125,-0.06960296630859375;-0.100799560546875;-0.12181854248046875;-0.6397628784179688;-0.304412841796875;-0.10968017578125;-0.47241973876953125;-0.05503082275390625;-0.02223968505859375
"She is unlucky, and he is unlucky too.",lucky-unlucky,y,mm,n,fm,0.0;-3.225691318511963;-12.854982376098633;-2.2985706329345703;-4.85161018371582;-0.9275846481323242;-3.0679054260253906;-3.7158117294311523;-1.0820083618164062,0.0;-5.109668731689453;-31.499053955078125;-5.388175964355469;-6.648090362548828;-4.315761566162109;-25.910202026367188;-4.901638031005859;-3.477802276611328,-0.5975503921508789;-0.09716415405273438;-0.10433292388916016;-0.4019899368286133;-0.8843345642089844;-0.012769699096679688;-0.002277374267578125;-0.24017333984375;-0.030332565307617188,-0.09935760498046875;-0.06986236572265625;-0.3379364013671875;-1.0822906494140625;-0.18111419677734375;-0.12398529052734375;-1.0667343139648438;-0.121673583984375;-0.03128814697265625
"She is lucky, and he is unlucky too.",lucky-unlucky,y,pm,n,fm,0.0;-3.225691318511963;-10.304437160491943;-2.877988338470459;-4.896885871887207;-0.6152181625366211;-4.4383158683776855;-4.779923439025879;-0.9258785247802734,0.0;-10.21630859375;-7.98505973815918;-2.630157470703125;-6.4946393966674805;-7.461841583251953;-28.551288604736328;-10.228900909423828;-5.156536102294922,-0.48741722106933594;-0.09814453125;-0.19880962371826172;-1.047987937927246;-0.687779426574707;-0.01932525634765625;-0.010313034057617188;-0.2731285095214844;-0.027801513671875,-4.922454833984375;-0.09285736083984375;-1.7757110595703125;-1.4765625;-4.34393310546875;-0.22876739501953125;-7.8070220947265625;-1.6369705200195312;-0.0335235595703125
"She is unlucky, and he is lucky too.",lucky-unlucky,y,mp,n,fm,0.0;-3.225691318511963;-12.854982376098633;-2.2985706329345703;-4.85161018371582;-0.9275846481323242;-1.4614944458007812;-3.8007726669311523;-1.0385026931762695,0.0;-7.3590850830078125;-29.808635711669922;-3.023834228515625;-6.553596496582031;-7.854290008544922;-8.738445281982422;-6.791126251220703;-4.926721572875977,-0.5417757034301758;-0.1674480438232422;-0.09060478210449219;-1.2544422149658203;-0.7364282608032227;-0.02323150634765625;-1.088521957397461;-0.30558109283447266;-0.02764892578125,-3.087444305419922;-0.11942291259765625;-7.9638824462890625;-2.1966629028320312;-1.149932861328125;-0.1567840576171875;-2.4817657470703125;-0.38057708740234375;-0.0329437255859375
"She is not lucky, and he is lucky too.",lucky-unlucky,y,pp,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-11.707763671875;-2.7215757369995117;-5.442539691925049;-0.8754549026489258;-3.84316349029541;-4.0714616775512695;-0.8677787780761719,0.0;-8.637340545654297;-4.424065589904785;-10.0697021484375;-3.171417236328125;-4.309986114501953;-5.583189010620117;-9.738658905029297;-7.507419586181641;-3.902965545654297,-0.5818243026733398;-0.14415550231933594;-5.698836326599121;-0.8713397979736328;-1.8073902130126953;-0.748682975769043;-0.1081399917602539;-2.7853002548217773;-0.6787214279174805;-0.03182220458984375,-0.7467498779296875;-0.09197998046875;-7.404842376708984;-2.581829071044922;-1.2866058349609375;-0.5529632568359375;-0.31232452392578125;-2.007923126220703;-1.6166152954101562;-0.03606414794921875
"She is not unlucky, and he is unlucky too.",lucky-unlucky,y,mm,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-13.880786895751953;-2.719148635864258;-5.618737697601318;-0.9379768371582031;-6.326394557952881;-4.847823143005371;-1.0109939575195312,0.0;-4.277111053466797;-4.338413238525391;-27.902057647705078;-4.125068664550781;-5.645282745361328;-4.783039093017578;-27.793575286865234;-7.163337707519531;-3.0325775146484375,-0.8688077926635742;-0.052997589111328125;-3.1709117889404297;-0.08994770050048828;-1.242361068725586;-1.0174474716186523;-0.03861045837402344;-0.0019588470458984375;-0.6088085174560547;-0.03218269348144531,-0.43305206298828125;-0.0780181884765625;-5.3563690185546875;-3.281444549560547;-1.2739334106445312;-0.459075927734375;-0.1988677978515625;-3.3825912475585938;-1.28961181640625;-0.0419921875
"She is not lucky, and he is unlucky too.",lucky-unlucky,y,pm,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-11.707763671875;-2.7215757369995117;-5.442539691925049;-0.8754549026489258;-6.517767906188965;-4.384533405303955;-0.8623638153076172,0.0;-11.250900268554688;-4.807952880859375;-16.054218292236328;-2.954517364501953;-5.405668258666992;-7.0874176025390625;-24.251516342163086;-10.681324005126953;-5.591348648071289,-0.9411716461181641;-0.07880592346191406;-2.919379234313965;-0.42331504821777344;-0.8084754943847656;-0.8835430145263672;-0.03296470642089844;-0.0260009765625;-0.5702047348022461;-0.023981094360351562,-2.987506866455078;-0.09729766845703125;-1.7472991943359375;-0.755889892578125;-0.7388381958007812;-1.3841171264648438;-0.31908416748046875;-3.2002487182617188;-0.23674774169921875;-0.032470703125
"She is not unlucky, and he is lucky too.",lucky-unlucky,y,mp,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-13.880786895751953;-2.719148635864258;-5.618737697601318;-0.9379768371582031;-4.40688419342041;-4.180150985717773;-0.9547405242919922,0.0;-7.3023834228515625;-5.159626007080078;-34.10452651977539;-3.527088165283203;-3.5066795349121094;-7.830474853515625;-7.658618927001953;-5.387603759765625;-8.463871002197266,-0.8094635009765625;-0.07149887084960938;-1.790471076965332;-0.07996940612792969;-0.9917659759521484;-1.1691131591796875;-0.033425331115722656;-2.2995243072509766;-0.4583559036254883;-0.025014877319335938,-4.984920501708984;-0.06603240966796875;-1.6944122314453125;-5.154106140136719;-0.368316650390625;-4.12420654296875;-0.1728057861328125;-0.9936599731445312;-0.46758270263671875;-0.0363922119140625
"He is tall, and she is tall too.",tall-short,n,pp,n,mf,0.0;-3.1556758880615234;-8.970231056213379;-2.7037715911865234;-7.067666530609131;-0.8280153274536133;-2.5582504272460938;-2.8918228149414062;-0.8651390075683594,0.0;-7.268962860107422;-12.627639770507812;-2.5220394134521484;-5.921953201293945;-2.5469818115234375;-10.439812660217285;-3.827301025390625;-6.3459014892578125,-0.2129802703857422;-0.014841079711914062;-0.13857364654541016;-0.2260265350341797;-0.6386651992797852;-0.00708770751953125;-0.23181533813476562;-0.29560279846191406;-0.02728271484375,-0.09417724609375;-0.07524871826171875;-0.0812225341796875;-0.9517898559570312;-0.29497528076171875;-0.0769500732421875;-0.264495849609375;-0.1317138671875;-0.0492401123046875
"He is short, and she is short too.",tall-short,n,mm,n,mf,0.0;-3.1556758880615234;-9.294894218444824;-2.7670135498046875;-6.251361846923828;-1.2102136611938477;-3.0212783813476562;-3.003061294555664;-0.8945798873901367,0.0;-9.186983108520508;-10.622953414916992;-4.308605194091797;-6.749814987182617;-5.7798919677734375;-11.445411682128906;-6.826725006103516;-7.445958137512207,-0.34160709381103516;-0.00724029541015625;-0.6430339813232422;-0.46557044982910156;-0.7809219360351562;-0.00609588623046875;-0.17403507232666016;-1.2204627990722656;-0.022901535034179688,-0.1154937744140625;-0.10263824462890625;-0.108551025390625;-0.6847000122070312;-0.280487060546875;-0.091033935546875;-0.19940948486328125;-0.1586151123046875;-0.05865478515625
"He is tall, and she is short too.",tall-short,n,pm,n,mf,0.0;-3.1556758880615234;-8.970231056213379;-2.7037715911865234;-7.067666530609131;-0.8280153274536133;-1.4150514602661133;-6.685193061828613;-0.9165315628051758,0.0;-6.266624450683594;-10.103736877441406;-4.866081237792969;-5.453285217285156;-5.629543304443359;-13.186908721923828;-2.5325241088867188;-6.244195938110352,-0.19523906707763672;-0.0052947998046875;-1.0636157989501953;-0.46607303619384766;-0.6127433776855469;-0.0059223175048828125;-3.870218276977539;-1.5408124923706055;-0.020336151123046875,-2.59405517578125;-0.07756805419921875;-3.3840484619140625;-1.0278396606445312;-2.5791549682617188;-0.11417388916015625;-3.798686981201172;-3.504779815673828;-0.05413818359375
"He is short, and she is tall too.",tall-short,n,mp,n,mf,0.0;-3.1556758880615234;-9.294894218444824;-2.7670135498046875;-6.251361846923828;-1.2102136611938477;-0.6999521255493164;-6.233270645141602;-0.9037408828735352,0.0;-4.299922943115234;-13.504966735839844;-5.6645965576171875;-7.2017669677734375;-5.528415679931641;-8.521003723144531;-3.004650115966797;-7.175975799560547,-0.3363018035888672;-0.010221481323242188;-3.64401912689209;-0.6811094284057617;-0.6911478042602539;-0.0057964324951171875;-3.3840904235839844;-1.0118904113769531;-0.0224609375,-3.4362335205078125;-0.0659942626953125;-4.062408447265625;-1.2423629760742188;-3.0598526000976562;-0.0855865478515625;-4.287746429443359;-3.114337921142578;-0.06266021728515625
"He is not tall, and she is tall too.",tall-short,n,pp,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-9.569968223571777;-2.2114105224609375;-6.355645656585693;-1.1641912460327148;-3.995105743408203;-3.94588565826416;-0.8967208862304688,0.0;-9.048927307128906;-2.444814682006836;-11.780887603759766;-2.9058876037597656;-6.349254608154297;-4.286182403564453;-9.385086059570312;-7.569232940673828;-2.9204063415527344,-0.25954627990722656;-0.0094451904296875;-4.529070854187012;-0.5256938934326172;-1.3744373321533203;-0.805999755859375;-0.017368316650390625;-1.3306198120117188;-1.8757696151733398;-0.035064697265625,-0.37497711181640625;-0.15210723876953125;-5.969028472900391;-0.9039039611816406;-1.1783676147460938;-0.9214096069335938;-0.15059661865234375;-2.674510955810547;-3.4581069946289062;-0.08892059326171875
"He is not short, and she is short too.",tall-short,n,mm,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-11.135782718658447;-2.1500244140625;-6.649897575378418;-1.0826568603515625;-5.260628700256348;-4.1384100914001465;-0.9780502319335938,0.0;-3.701498031616211;-4.116724014282227;-8.67457389831543;-3.1479930877685547;-6.688960075378418;-3.924579620361328;-7.681896209716797;-9.376056671142578;-5.657552719116211,-0.42334938049316406;-0.00799560546875;-4.085931777954102;-1.3960294723510742;-1.1119279861450195;-1.161341667175293;-0.013172149658203125;-0.8699855804443359;-1.791243553161621;-0.025859832763671875,-0.5049514770507812;-0.1611480712890625;-4.629417419433594;-2.6637420654296875;-1.0611495971679688;-0.9580917358398438;-0.15708160400390625;-1.2578582763671875;-0.9850425720214844;-0.0803680419921875
"He is not tall, and she is short too.",tall-short,n,pm,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-9.569968223571777;-2.2114105224609375;-6.355645656585693;-1.1641912460327148;-3.6811208724975586;-6.025486946105957;-0.9863376617431641,0.0;-10.567314147949219;-4.807622909545898;-9.392227172851562;-2.8520660400390625;-4.850135803222656;-3.87274169921875;-6.211297988891602;-7.085824966430664;-5.736394882202148,-0.21475791931152344;-0.004726409912109375;-3.7693910598754883;-0.778590202331543;-0.7332239151000977;-0.8655195236206055;-0.011526107788085938;-1.7360973358154297;-1.8514947891235352;-0.023662567138671875,-3.703521728515625;-0.1921234130859375;-2.2778167724609375;-0.3748321533203125;-0.42414093017578125;-5.724250793457031;-0.13111114501953125;-0.4547882080078125;-0.6926078796386719;-0.07459259033203125
"He is not short, and she is tall too.",tall-short,n,mp,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-11.135782718658447;-2.1500244140625;-6.649897575378418;-1.0826568603515625;-3.066065788269043;-5.0982184410095215;-0.8983955383300781,0.0;-9.425228118896484;-4.296201705932617;-10.313482284545898;-2.954498291015625;-6.31212043762207;-5.035984039306641;-7.86077880859375;-7.028703689575195;-5.869098663330078,-0.5370635986328125;-0.012113571166992188;-2.7230453491210938;-1.9423103332519531;-1.0212726593017578;-1.3798646926879883;-0.012783050537109375;-1.7457199096679688;-1.772933006286621;-0.02745819091796875,-4.913272857666016;-0.13619232177734375;-3.6890869140625;-2.012523651123047;-0.4801788330078125;-7.13092041015625;-0.072296142578125;-1.6413993835449219;-3.1862106323242188;-0.08221435546875
"She is tall, and he is tall too.",tall-short,n,pp,n,fm,0.0;-3.225691318511963;-8.639398097991943;-2.7892160415649414;-5.435747146606445;-0.84796142578125;-2.3506174087524414;-3.3755693435668945;-0.8869943618774414,0.0;-8.664688110351562;-13.090551376342773;-2.51934814453125;-5.653888702392578;-7.1898956298828125;-10.888221740722656;-5.142772674560547;-6.839593887329102,-0.3430490493774414;-0.025774002075195312;-0.1964101791381836;-0.2768383026123047;-0.4209165573120117;-0.006481170654296875;-0.23503494262695312;-0.15372562408447266;-0.03208732604980469,-0.17339324951171875;-0.055419921875;-0.10425567626953125;-0.8568649291992188;-0.24378204345703125;-0.070709228515625;-0.40081787109375;-0.0938568115234375;-0.0399017333984375
"She is short, and he is short too.",tall-short,n,mm,n,fm,0.0;-3.225691318511963;-9.146255493164062;-2.7203311920166016;-5.492034912109375;-1.4480485916137695;-3.9340028762817383;-3.1726036071777344;-0.8874168395996094,0.0;-7.471235275268555;-11.819595336914062;-3.030181884765625;-5.386753082275391;-8.416847229003906;-13.999040603637695;-5.453409194946289;-7.5338335037231445,-0.43945980072021484;-0.009624481201171875;-0.47868824005126953;-0.5000038146972656;-0.5812253952026367;-0.0072803497314453125;-0.20773983001708984;-0.9869108200073242;-0.02614593505859375,-0.17490386962890625;-0.08728790283203125;-0.10437774658203125;-0.5986709594726562;-0.29521942138671875;-0.097869873046875;-0.287139892578125;-0.09473419189453125;-0.050445556640625
