sentence,adjectives,transparency,polarity,negation,gender,gpt2_large_sentence_surprisal,xlnet_large_cased_sentence_surprisal,bert_large_cased_sentence_surprisal,roberta_large_sentence_surprisal
He is courteous means that he is courteous.,courteous-rude,n,pp,n,mf,38.40069199,87.50495911,7.506194115,9.605049133
He is rude means that he is rude.,courteous-rude,n,mm,n,mf,33.31964874,85.06998444,12.78495598,18.48462296
He is courteous means that he is rude.,courteous-rude,n,pm,n,mf,41.77799606,86.04282379,21.86433792,21.03569794
He is rude means that he is courteous.,courteous-rude,n,mp,n,mf,38.9286232,86.62005615,25.09557056,22.44338989
He is not courteous means that he is courteous.,courteous-rude,n,pp,y,mf,43.10553741,90.32224274,14.88684559,13.41906738
He is not rude means that he is rude.,courteous-rude,n,mm,y,mf,40.23803711,89.45509338,21.67799473,18.75616074
He is not courteous means that he is rude.,courteous-rude,n,pm,y,mf,38.85361862,93.89370728,17.17311287,11.39803314
He is not rude means that he is courteous.,courteous-rude,n,mp,y,mf,38.63808441,90.00283813,16.15086174,16.30292892
She is courteous means that she is courteous.,courteous-rude,n,pp,n,fm,38.09885788,98.94831848,8.226452827,8.433059692
She is rude means that she is rude.,courteous-rude,n,mm,n,fm,32.80075836,91.20652008,14.35680199,17.19795227
She is courteous means that she is rude.,courteous-rude,n,pm,n,fm,40.59501648,88.04563904,22.02356672,20.26490784
She is rude means that she is courteous.,courteous-rude,n,mp,n,fm,38.43818283,91.15573883,24.03678703,22.55394363
She is not courteous means that she is courteous.,courteous-rude,n,pp,y,fm,42.31813812,91.53179932,15.28721809,13.28897858
She is not rude means that she is rude.,courteous-rude,n,mm,y,fm,39.15184402,88.44338989,23.21725035,18.44185257
She is not courteous means that she is rude.,courteous-rude,n,pm,y,fm,38.14790344,88.93528748,18.45710468,8.576820374
She is not rude means that she is courteous.,courteous-rude,n,mp,y,fm,38.81542969,96.59783936,16.31612301,13.89858627
He is courteous means that he is courteous.,courteous-discourteous,y,pp,n,mf,38.40069199,87.50495911,7.506194115,9.605049133
He is discourteous means that he is discourteous.,courteous-discourteous,y,mm,n,mf,42.48417664,165.5541077,6.283841133,10.72388458
He is courteous means that he is discourteous.,courteous-discourteous,y,pm,n,mf,45.68902206,126.3839417,12.82616806,20.69894791
He is discourteous means that he is courteous.,courteous-discourteous,y,mp,n,mf,42.81734467,124.0012131,13.51037598,21.49649048
He is not courteous means that he is courteous.,courteous-discourteous,y,pp,y,mf,43.10553741,90.32224274,14.88684559,13.41906738
He is not discourteous means that he is discourteous.,courteous-discourteous,y,mm,y,mf,46.04557419,165.4976807,9.855874538,15.08555222
He is not courteous means that he is discourteous.,courteous-discourteous,y,pm,y,mf,44.34908676,129.2840118,14.40653515,15.66180038
He is not discourteous means that he is courteous.,courteous-discourteous,y,mp,y,mf,44.7881546,117.2649994,14.45424843,22.46989822
She is courteous means that she is courteous.,courteous-discourteous,y,pp,n,fm,38.09885788,98.94831848,8.226452827,8.433059692
She is discourteous means that she is discourteous.,courteous-discourteous,y,mm,n,fm,43.08975983,173.1803894,7.153592587,9.341888428
She is courteous means that she is discourteous.,courteous-discourteous,y,pm,n,fm,44.87559891,131.0620422,12.15494061,19.8585968
She is discourteous means that she is courteous.,courteous-discourteous,y,mp,n,fm,43.06902313,123.4302521,13.17224503,21.0703392
She is not courteous means that she is courteous.,courteous-discourteous,y,pp,y,fm,42.31813812,91.53179932,15.28721809,13.28897858
She is not discourteous means that she is discourteous.,courteous-discourteous,y,mm,y,fm,45.49728775,167.6565552,10.41904736,13.57570648
She is not courteous means that she is discourteous.,courteous-discourteous,y,pm,y,fm,43.83220673,124.7911072,14.55033398,11.93027496
She is not discourteous means that she is courteous.,courteous-discourteous,y,mp,y,fm,43.87493515,118.6079941,13.72480965,20.99679947
He is useful means that he is useful.,useful-useless,-,pp,n,mf,37.05197906,81.430336,8.152142525,12.20066833
He is useless means that he is useless.,useful-useless,-,mm,n,mf,32.41122055,84.17358398,12.99776649,13.46573639
He is useful means that he is useless.,useful-useless,-,pm,n,mf,40.2541275,79.32427979,20.15463305,21.05441284
He is useless means that he is useful.,useful-useless,-,mp,n,mf,36.93519592,83.39894104,22.68067074,21.49700928
He is not useful means that he is useful.,useful-useless,-,pp,y,mf,39.11942291,86.86290741,20.22746277,16.68883514
He is not useless means that he is useless.,useful-useless,-,mm,y,mf,36.32388687,88.15803528,16.92504168,15.36272812
He is not useful means that he is useless.,useful-useless,-,pm,y,mf,39.39855957,84.02902222,15.37491989,12.4558754
He is not useless means that he is useful.,useful-useless,-,mp,y,mf,37.7173996,91.58482361,17.18600941,15.82173157
She is useful means that she is useful.,useful-useless,-,pp,n,fm,34.81215668,85.52603912,11.61333704,11.84901428
She is useless means that she is useless.,useful-useless,-,mm,n,fm,32.34607697,82.13697815,14.48980618,12.8841095
She is useful means that she is useless.,useful-useless,-,pm,n,fm,38.52545166,85.52752686,22.81976652,20.76878738
She is useless means that she is useful.,useful-useless,-,mp,n,fm,36.67741394,83.62500763,24.11056137,21.39995193
She is not useful means that she is useful.,useful-useless,-,pp,y,fm,36.26234436,83.03125,21.36188602,16.64717102
She is not useless means that she is useless.,useful-useless,-,mm,y,fm,37.02840805,94.1644516,18.22623205,14.62104034
She is not useful means that she is useless.,useful-useless,-,pm,y,fm,34.26276779,84.65222931,17.39993,11.91027832
She is not useless means that she is useful.,useful-useless,-,mp,y,fm,37.54029083,91.41043091,18.80455494,15.30652237
He is fair means that he is fair.,fair-unfair,y,pp,n,mf,30.69844818,84.41857147,11.48308086,19.82958221
He is unfair means that he is unfair.,fair-unfair,y,mm,n,mf,34.56020737,88.59228516,12.12109184,20.0261116
He is fair means that he is unfair.,fair-unfair,y,pm,n,mf,34.33808899,84.34366608,18.09290934,23.48216248
He is unfair means that he is fair.,fair-unfair,y,mp,n,mf,37.97724152,82.2653656,20.51317358,25.36540604
He is not fair means that he is fair.,fair-unfair,y,pp,y,mf,34.67556381,79.7272644,16.53466606,21.26354218
He is not unfair means that he is unfair.,fair-unfair,y,mm,y,mf,38.80192184,99.31549835,17.06576252,19.01455688
He is not fair means that he is unfair.,fair-unfair,y,pm,y,mf,32.63650513,79.73716736,15.55591249,18.81281281
He is not unfair means that he is fair.,fair-unfair,y,mp,y,mf,38.66933441,92.66299438,17.56542397,18.84542847
She is fair means that she is fair.,fair-unfair,y,pp,n,fm,30.65367889,78.67176819,11.91224194,17.71091461
She is unfair means that she is unfair.,fair-unfair,y,mm,n,fm,34.89025879,85.54891968,14.59022713,18.53698349
She is fair means that she is unfair.,fair-unfair,y,pm,n,fm,33.95628357,81.50196838,19.89169121,21.63394165
She is unfair means that she is fair.,fair-unfair,y,mp,n,fm,37.90673828,87.12859344,22.97161388,24.5843277
She is not fair means that she is fair.,fair-unfair,y,pp,y,fm,33.92810822,83.25086975,17.47199154,20.60651016
She is not unfair means that she is unfair.,fair-unfair,y,mm,y,fm,39.0471611,85.86911011,19.2481308,17.64552307
She is not fair means that she is unfair.,fair-unfair,y,pm,y,fm,32.62697601,78.74093628,16.59250832,16.70542908
She is not unfair means that she is fair.,fair-unfair,y,mp,y,fm,39.1377449,94.54969025,18.7959919,17.54143143
He is just means that he is just.,just-unjust,y,pp,n,mf,34.26543808,71.35958099,18.72096825,29.05994797
He is unjust means that he is unjust.,just-unjust,y,mm,n,mf,33.41235352,90.3660202,9.113478184,17.11066818
He is just means that he is unjust.,just-unjust,y,pm,n,mf,37.56228638,81.33934021,21.83923292,28.85773849
He is unjust means that he is just.,just-unjust,y,mp,n,mf,35.65433121,91.77109528,16.65121174,24.39387512
He is not just means that he is just.,just-unjust,y,pp,y,mf,37.29646301,74.99609375,20.52505779,32.72705078
He is not unjust means that he is unjust.,just-unjust,y,mm,y,mf,38.6239624,92.34106445,9.992293358,19.33020782
He is not just means that he is unjust.,just-unjust,y,pm,y,mf,39.07860565,96.96238708,25.82492828,31.48104858
He is not unjust means that he is just.,just-unjust,y,mp,y,mf,38.35596848,85.73392487,12.06629562,20.57073975
She is just means that she is just.,just-unjust,y,pp,n,fm,34.49308014,72.71623993,23.30265188,29.02440262
She is unjust means that she is unjust.,just-unjust,y,mm,n,fm,35.78684235,79.91967773,10.25964975,16.58392715
She is just means that she is unjust.,just-unjust,y,pm,n,fm,38.76586151,81.02867126,23.42438793,30.73558426
She is unjust means that she is just.,just-unjust,y,mp,n,fm,37.31262207,86.42988586,18.2085886,23.19843674
She is not just means that she is just.,just-unjust,y,pp,y,fm,38.58430099,74.54530334,21.46459866,32.12850952
She is not unjust means that she is unjust.,just-unjust,y,mm,y,fm,40.31620026,89.31743622,10.50331736,18.19913483
She is not just means that she is unjust.,just-unjust,y,pm,y,fm,41.22341537,96.26931,25.93355465,32.8693428
She is not unjust means that she is just.,just-unjust,y,mp,y,fm,40.01523972,81.16477966,13.85771465,17.76055527
He is attractive means that he is attractive.,attractive-unattractive,y,pp,n,mf,35.20005798,84.28214264,8.793750763,13.40236664
He is unattractive means that he is unattractive.,attractive-unattractive,y,mm,n,mf,34.66117096,177.0500183,8.839572906,8.281776428
He is attractive means that he is unattractive.,attractive-unattractive,y,pm,n,mf,38.33623505,126.6707611,18.04690027,16.52185059
He is unattractive means that he is attractive.,attractive-unattractive,y,mp,n,mf,39.06621933,131.3813934,16.07771301,17.11307526
He is not attractive means that he is attractive.,attractive-unattractive,y,pp,y,mf,38.579422,90.26511383,19.42892838,18.36033249
He is not unattractive means that he is unattractive.,attractive-unattractive,y,mm,y,mf,37.3816452,165.8085327,10.93877363,11.33671188
He is not attractive means that he is unattractive.,attractive-unattractive,y,pm,y,mf,36.0592041,131.4141235,13.16368437,11.22479248
He is not unattractive means that he is attractive.,attractive-unattractive,y,mp,y,mf,37.5594101,121.109024,11.28623438,11.95075607
She is attractive means that she is attractive.,attractive-unattractive,y,pp,n,fm,32.90455627,83.39871216,8.548362732,11.88293076
She is unattractive means that she is unattractive.,attractive-unattractive,y,mm,n,fm,33.64032364,171.13591,8.377532959,7.083415985
She is attractive means that she is unattractive.,attractive-unattractive,y,pm,n,fm,35.83049011,121.5166779,18.07203579,15.51306534
She is unattractive means that she is attractive.,attractive-unattractive,y,mp,n,fm,37.31598663,127.5518723,15.15397549,15.52522278
She is not attractive means that she is attractive.,attractive-unattractive,y,pp,y,fm,36.3956604,88.03499603,17.88396072,18.58741379
She is not unattractive means that she is unattractive.,attractive-unattractive,y,mm,y,fm,36.45970535,172.359787,10.59546089,10.60162354
She is not attractive means that she is unattractive.,attractive-unattractive,y,pm,y,fm,33.9058075,129.9207458,12.33842564,9.770629883
She is not unattractive means that she is attractive.,attractive-unattractive,y,mp,y,fm,36.07368851,123.5768127,10.45515347,11.13485336
He is beautiful means that he is beautiful.,beautiful-ugly,n,pp,n,mf,32.78437805,85.50531006,12.0672965,17.98128891
He is ugly means that he is ugly.,beautiful-ugly,n,mm,n,mf,33.02143097,84.07428741,9.876933575,16.60055923
He is beautiful means that he is ugly.,beautiful-ugly,n,pm,n,mf,36.23077011,81.01204681,19.95045662,25.71966553
He is ugly means that he is beautiful.,beautiful-ugly,n,mp,n,mf,36.73111725,80.5848999,19.1118679,24.7076416
He is not beautiful means that he is beautiful.,beautiful-ugly,n,pp,y,mf,37.57546997,82.63339233,21.00566864,18.07484436
He is not ugly means that he is ugly.,beautiful-ugly,n,mm,y,mf,38.77978516,87.97600555,13.85800266,18.9157753
He is not beautiful means that he is ugly.,beautiful-ugly,n,pm,y,mf,34.98710632,89.36354065,15.474576,17.20084381
He is not ugly means that he is beautiful.,beautiful-ugly,n,mp,y,mf,37.60123062,92.20596313,15.3576684,18.27585602
She is beautiful means that she is beautiful.,beautiful-ugly,n,pp,n,fm,30.70823669,82.98262787,10.6626606,15.46268463
She is ugly means that she is ugly.,beautiful-ugly,n,mm,n,fm,32.79105759,82.74297333,9.876778603,15.2010231
She is beautiful means that she is ugly.,beautiful-ugly,n,pm,n,fm,34.70310974,80.45189667,19.9703083,23.09815598
She is ugly means that she is beautiful.,beautiful-ugly,n,mp,n,fm,35.57604218,80.08666992,18.50543642,23.83342743
She is not beautiful means that she is beautiful.,beautiful-ugly,n,pp,y,fm,35.4921608,86.43660736,20.07582951,17.57699966
She is not ugly means that she is ugly.,beautiful-ugly,n,mm,y,fm,37.83930969,91.20684052,15.17495823,18.18515396
She is not beautiful means that she is ugly.,beautiful-ugly,n,pm,y,fm,33.89504242,87.34580994,14.79284716,14.29321671
She is not ugly means that she is beautiful.,beautiful-ugly,n,mp,y,fm,35.52500153,94.61785889,14.21238041,17.02741241
He is pretty means that he is pretty.,pretty-ugly,n,pp,n,mf,40.40148163,76.10084534,12.74276829,22.44872665
He is ugly means that he is ugly.,pretty-ugly,n,mm,n,mf,33.02143097,84.07428741,9.876933575,16.60055923
He is pretty means that he is ugly.,pretty-ugly,n,pm,n,mf,41.89876938,77.05131531,22.71345711,32.94598007
He is ugly means that he is pretty.,pretty-ugly,n,mp,n,mf,37.50017166,79.74054718,20.37183857,28.95217514
He is not pretty means that he is pretty.,pretty-ugly,n,pp,y,mf,38.93938828,83.00901794,19.07162857,23.93468475
He is not ugly means that he is ugly.,pretty-ugly,n,mm,y,mf,38.77978516,87.97600555,13.85800266,18.9157753
He is not pretty means that he is ugly.,pretty-ugly,n,pm,y,mf,36.72590256,87.93760681,16.89756775,19.08327103
He is not ugly means that he is pretty.,pretty-ugly,n,mp,y,mf,38.86247635,89.34324646,18.29088879,20.36519241
She is pretty means that she is pretty.,pretty-ugly,n,pp,n,fm,34.95388031,75.03944397,12.32206011,19.65364075
She is ugly means that she is ugly.,pretty-ugly,n,mm,n,fm,32.79105759,82.74297333,9.876778603,15.2010231
She is pretty means that she is ugly.,pretty-ugly,n,pm,n,fm,39.05411911,78.65982056,24.62916279,29.80173111
She is ugly means that she is pretty.,pretty-ugly,n,mp,n,fm,36.31383514,80.20721436,20.03327847,27.21398926
She is not pretty means that she is pretty.,pretty-ugly,n,pp,y,fm,37.3353157,77.11471558,18.5675993,21.63115311
She is not ugly means that she is ugly.,pretty-ugly,n,mm,y,fm,37.83930969,91.20684052,15.17495823,18.18515396
She is not pretty means that she is ugly.,pretty-ugly,n,pm,y,fm,35.76873016,85.89987946,16.2785759,17.13865662
She is not ugly means that she is pretty.,pretty-ugly,n,mp,y,fm,37.03418732,94.34460449,16.87336159,18.63486099
He is ambitious means that he is ambitious.,ambitious-unambitious,y,pp,n,mf,34.66944885,91.48564911,15.2051487,15.13235474
He is unambitious means that he is unambitious.,ambitious-unambitious,y,mm,n,mf,39.34541321,160.4012451,11.20628691,9.855239868
He is ambitious means that he is unambitious.,ambitious-unambitious,y,pm,n,mf,41.00171661,133.6416321,16.06674576,16.32882309
He is unambitious means that he is ambitious.,ambitious-unambitious,y,mp,n,mf,40.01370239,136.3001099,15.26692867,19.07653427
He is not ambitious means that he is ambitious.,ambitious-unambitious,y,pp,y,mf,41.58273315,95.28329468,21.94717312,20.36944199
He is not unambitious means that he is unambitious.,ambitious-unambitious,y,mm,y,mf,42.56373596,182.6278687,13.34429407,11.1155777
He is not ambitious means that he is unambitious.,ambitious-unambitious,y,pm,y,mf,41.0904007,137.78685,17.42622519,11.45399475
He is not unambitious means that he is ambitious.,ambitious-unambitious,y,mp,y,mf,42.58751678,122.3517303,18.84177017,18.21769333
She is ambitious means that she is ambitious.,ambitious-unambitious,y,pp,n,fm,35.45595932,88.97172546,15.58202457,13.75477219
She is unambitious means that she is unambitious.,ambitious-unambitious,y,mm,n,fm,42.58765411,166.4928436,10.8902297,8.939434052
She is ambitious means that she is unambitious.,ambitious-unambitious,y,pm,n,fm,42.76084137,135.2424316,16.65920973,15.6807251
