sentence,adjectives,transparency,polarity,negation,gender,roberta_large_surprisal,bert_large_cased_surprisal,xlnet_large_cased_surprisal,gpt2_large_surprisal
He is not lucky. She too is lucky.,lucky-unlucky,y,pp,y,mf,-2.1111488342285156;-0.3288421630859375;-4.458507537841797;-2.242511749267578;-0.0086822509765625;-1.5338363647460938;-3.2494735717773438;-0.116668701171875;-1.0008506774902344;-0.01174163818359375,-0.7884073257446289;-0.2427082061767578;-4.621854782104492;-0.41643238067626953;-0.029697418212890625;-1.191147804260254;-3.053264617919922;-0.07768535614013672;-2.192068099975586;-0.024419784545898438,0.0;-13.989482879638672;-5.671268463134766;-11.286354064941406;-6.842372894287109;-5.185647964477539;-20.592105865478516;-5.486980438232422;-15.576309204101562;-4.979305267333984,0.0;-3.1556758880615234;-2.8939313888549805;-9.195943832397461;-1.618086814880371;-5.165914535522461;-7.74400520324707;-0.9884653091430664;-3.897733688354492;-0.9555091857910156
He is not unlucky. She too is unlucky.,lucky-unlucky,y,mm,y,mf,-2.0235061645507812;-0.22841644287109375;-3.084400177001953;-4.660346984863281;-0.0083160400390625;-2.194438934326172;-2.4407615661621094;-0.1337127685546875;-1.3362884521484375;-0.0119781494140625,-1.1626453399658203;-0.10679054260253906;-2.490891456604004;-0.0010738372802734375;-0.03179740905761719;-1.826700210571289;-2.490572929382324;-0.07680416107177734;-0.001155853271484375;-0.021635055541992188,0.0;-13.041126251220703;-6.573751449584961;-27.799842834472656;-7.3095703125;-4.204618453979492;-15.72811508178711;-6.347507476806641;-33.92170524597168;-5.3360443115234375,0.0;-3.1556758880615234;-2.8939313888549805;-11.552268981933594;-1.660965919494629;-5.624584197998047;-7.693785667419434;-1.0738916397094727;-4.506111145019531;-0.9881315231323242
He is not lucky. She too is unlucky.,lucky-unlucky,y,pm,y,mf,-4.070060729980469;-0.28467559814453125;-1.40264892578125;-3.5677566528320312;-0.00527191162109375;-2.8910675048828125;-1.4471397399902344;-0.14514923095703125;-2.2495880126953125;-0.009124755859375,-0.8425102233886719;-0.22339153289794922;-2.6834936141967773;-1.1282615661621094;-0.017869949340820312;-1.6589536666870117;-2.653949737548828;-0.059421539306640625;-0.024675369262695312;-0.017057418823242188,0.0;-12.833450317382812;-10.088890075683594;-12.993461608886719;-6.641700744628906;-4.122047424316406;-18.308116912841797;-8.990049362182617;-22.599058151245117;-6.92364501953125,0.0;-3.1556758880615234;-2.8939313888549805;-9.195943832397461;-1.618086814880371;-5.165914535522461;-7.74400520324707;-0.9884653091430664;-4.903730392456055;-0.8708333969116211
He is not unlucky. She too is lucky.,lucky-unlucky,y,mp,y,mf,-4.573070526123047;-0.21685028076171875;-1.3104171752929688;-4.714637756347656;-0.00713348388671875;-3.9355010986328125;-2.1530418395996094;-0.08956146240234375;-0.6803131103515625;-0.01108551025390625,-1.166081428527832;-0.1619119644165039;-1.6064653396606445;-0.009851455688476562;-0.029012680053710938;-1.7569894790649414;-2.484750747680664;-0.0733194351196289;-2.177885055541992;-0.020555496215820312,0.0;-14.063961029052734;-9.061901092529297;-28.880277633666992;-3.7425994873046875;-3.9758453369140625;-19.301761627197266;-6.636363983154297;-14.282341003417969;-3.969982147216797,0.0;-3.1556758880615234;-2.8939313888549805;-11.552268981933594;-1.660965919494629;-5.624584197998047;-7.693785667419434;-1.0738916397094727;-3.5388851165771484;-1.0828638076782227
She is lucky. He too is lucky.,lucky-unlucky,y,pp,n,fm,-0.9152641296386719;-0.349090576171875;-0.04099273681640625;-0.00215911865234375;-0.38175201416015625;-1.4166641235351562;-0.07459259033203125;-0.05864715576171875;-0.0060882568359375,-1.3280754089355469;-0.14218711853027344;-0.029358863830566406;-0.05121040344238281;-1.319718360900879;-2.7534704208374023;-0.016941070556640625;-0.16158485412597656;-0.014232635498046875,0.0;-5.1150360107421875;-13.020401000976562;-5.614166259765625;-14.474605560302734;-13.021167755126953;-2.6275291442871094;-13.920600891113281;-4.908882141113281,0.0;-3.225691318511963;-7.463908672332764;-2.5553417205810547;-4.91614294052124;-7.827228546142578;-1.2454643249511719;-2.386704444885254;-0.8059921264648438
She is unlucky. He too is unlucky.,lucky-unlucky,y,mm,n,fm,-1.322265625;-0.25225830078125;-0.6375274658203125;-0.0032196044921875;-0.3140869140625;-0.8992996215820312;-0.1397552490234375;-0.38005828857421875;-0.00652313232421875,-1.2920856475830078;-0.10272693634033203;-0.0013904571533203125;-0.024129867553710938;-1.2352676391601562;-1.5949325561523438;-0.020616531372070312;-0.0014705657958984375;-0.014039993286132812,0.0;-10.677730560302734;-34.80294227600098;-6.964813232421875;-3.1417884826660156;-19.934207916259766;-5.690402984619141;-35.43671798706055;-3.8734283447265625,0.0;-3.225691318511963;-10.747077941894531;-2.214846611022949;-4.903987407684326;-7.449131965637207;-1.136002540588379;-2.5908432006835938;-0.7933597564697266
She is lucky. He too is unlucky.,lucky-unlucky,y,pm,n,fm,-2.7941627502441406;-0.299560546875;-1.1239166259765625;-0.00339508056640625;-0.45174407958984375;-2.4805870056152344;-0.25093841552734375;-5.629596710205078;-0.0067291259765625,-1.3033695220947266;-0.1577930450439453;-0.5845880508422852;-0.04811286926269531;-1.209031105041504;-2.23360538482666;-0.027414321899414062;-0.019893646240234375;-0.012849807739257812,0.0;-7.793724060058594;-25.538063049316406;-4.5145263671875;-3.4092483520507812;-19.669776916503906;-7.875740051269531;-35.10740280151367;-4.088905334472656,0.0;-3.225691318511963;-7.463908672332764;-2.5553417205810547;-4.91614294052124;-7.827228546142578;-1.2454643249511719;-5.844974994659424;-0.7979497909545898
She is unlucky. He too is lucky.,lucky-unlucky,y,mp,n,fm,-1.3536033630371094;-0.3178253173828125;-6.8579254150390625;-0.00550079345703125;-0.35040283203125;-2.2734146118164062;-0.117706298828125;-1.4585800170898438;-0.007843017578125,-1.1806564331054688;-0.23009109497070312;-0.02340984344482422;-0.03063201904296875;-1.1868972778320312;-1.7356767654418945;-0.030004501342773438;-1.3030824661254883;-0.015882492065429688,0.0;-7.0932464599609375;-26.45925521850586;-4.486473083496094;-4.319583892822266;-19.26201820373535;-4.592315673828125;-16.169998168945312;-4.800392150878906,0.0;-3.225691318511963;-10.747077941894531;-2.214846611022949;-4.903987407684326;-7.449131965637207;-1.136002540588379;-3.0602688789367676;-0.9630212783813477
She is not lucky. He too is lucky.,lucky-unlucky,y,pp,y,fm,-3.3568344116210938;-0.3076171875;-5.032772064208984;-2.004169464111328;-0.0071258544921875;-0.6177520751953125;-3.4654617309570312;-0.162567138671875;-0.91748046875;-0.012298583984375,-1.295461654663086;-0.19922637939453125;-4.297065734863281;-0.3957853317260742;-0.03648853302001953;-1.0566740036010742;-2.1855010986328125;-0.06104755401611328;-2.0075597763061523;-0.022312164306640625,0.0;-10.318527221679688;-5.989980220794678;-11.851322174072266;-5.463615417480469;-2.359119415283203;-19.7872371673584;-6.661403656005859;-16.00971031188965;-4.515876770019531,0.0;-3.225691318511963;-2.9663033485412598;-9.533731460571289;-1.5458345413208008;-5.368863582611084;-7.86871337890625;-1.0164356231689453;-4.052073955535889;-0.8974027633666992
She is not unlucky. He too is unlucky.,lucky-unlucky,y,mm,y,fm,-3.1498641967773438;-0.20224761962890625;-2.997425079345703;-5.5335235595703125;-0.00659942626953125;-0.700958251953125;-2.6294212341308594;-0.2081451416015625;-1.0410308837890625;-0.01160430908203125,-1.6926631927490234;-0.10246849060058594;-2.317206382751465;-0.001068115234375;-0.037906646728515625;-1.387359619140625;-1.4590721130371094;-0.049126625061035156;-0.0013942718505859375;-0.020137786865234375,0.0;-10.895782470703125;-6.654812812805176;-29.83421039581299;-6.4819488525390625;-2.2770233154296875;-18.99764633178711;-5.980384826660156;-34.237749099731445;-5.015201568603516,0.0;-3.225691318511963;-2.9663033485412598;-12.262713432312012;-1.6737136840820312;-5.4967193603515625;-7.855495452880859;-1.0887022018432617;-4.8748931884765625;-0.9658632278442383
She is not lucky. He too is unlucky.,lucky-unlucky,y,pm,y,fm,-4.808185577392578;-0.2700347900390625;-1.6449356079101562;-4.3914642333984375;-0.004913330078125;-1.6632843017578125;-1.5970115661621094;-0.2505035400390625;-2.260417938232422;-0.0099945068359375,-1.6762142181396484;-0.17661476135253906;-2.412808418273926;-1.2709026336669922;-0.023815155029296875;-1.1432991027832031;-1.9376630783081055;-0.03911781311035156;-0.027557373046875;-0.014858245849609375,0.0;-9.869503021240234;-13.760284423828125;-13.039917945861816;-7.037879943847656;-1.7728729248046875;-18.40225601196289;-8.507381439208984;-27.402480125427246;-6.436973571777344,0.0;-3.225691318511963;-2.9663033485412598;-9.533731460571289;-1.5458345413208008;-5.368863582611084;-7.86871337890625;-1.0164356231689453;-5.229186534881592;-0.8140859603881836
She is not unlucky. He too is lucky.,lucky-unlucky,y,mp,y,fm,-5.3142547607421875;-0.19980621337890625;-1.286407470703125;-4.9076995849609375;-0.0062713623046875;-2.1415786743164062;-2.39398193359375;-0.1580352783203125;-0.8590545654296875;-0.0118865966796875,-1.8194799423217773;-0.1478271484375;-1.4193572998046875;-0.009243011474609375;-0.03264617919921875;-1.4714040756225586;-1.6331977844238281;-0.056366920471191406;-1.7641124725341797;-0.020433425903320312,0.0;-9.928646087646484;-7.254622459411621;-28.749266624450684;-4.225101470947266;-2.290416717529297;-20.581748962402344;-7.599575042724609;-16.420146942138672;-3.8659706115722656,0.0;-3.225691318511963;-2.9663033485412598;-12.262713432312012;-1.6737136840820312;-5.4967193603515625;-7.855495452880859;-1.0887022018432617;-3.628432273864746;-1.0485210418701172
He is tall. She too is tall.,tall-short,n,pp,n,mf,-0.608367919921875;-0.1146087646484375;-0.03643035888671875;-0.003875732421875;-0.9451980590820312;-1.6253890991210938;-0.03072357177734375;-0.0463714599609375;-0.01000213623046875,-1.3476343154907227;-0.047672271728515625;-0.10871315002441406;-0.03723716735839844;-1.6236114501953125;-4.092055320739746;-0.013492584228515625;-0.34148216247558594;-0.018312454223632812,0.0;-9.149620056152344;-16.862625122070312;-6.0319976806640625;-5.102733612060547;-20.10067367553711;-5.326591491699219;-14.570320129394531;-7.65216064453125,0.0;-3.1556758880615234;-8.042118072509766;-3.4490957260131836;-5.776699542999268;-7.7168707847595215;-0.46918392181396484;-0.5706081390380859;-0.6905107498168945
He is short. She too is short.,tall-short,n,mm,n,mf,-1.3639488220214844;-0.096435546875;-0.07666778564453125;-0.00594329833984375;-1.184844970703125;-1.6422233581542969;-0.0395050048828125;-0.05008697509765625;-0.01114654541015625,-0.6176691055297852;-0.021860122680664062;-0.23432159423828125;-0.035767555236816406;-1.4224090576171875;-4.008566856384277;-0.007915496826171875;-0.2001810073852539;-0.013177871704101562,0.0;-3.060394287109375;-12.782035827636719;-5.297611236572266;-12.821155548095703;-13.8515625;-3.1268539428710938;-11.654327392578125;-5.11260986328125,0.0;-3.1556758880615234;-8.098012924194336;-3.591059684753418;-5.2401299476623535;-7.984504699707031;-0.6531524658203125;-0.9503583908081055;-0.6552305221557617
He is tall. She too is short.,tall-short,n,pm,n,mf,-3.269512176513672;-0.10465240478515625;-3.0172042846679688;-0.00453948974609375;-1.4588165283203125;-4.5561676025390625;-0.06787872314453125;-3.7572097778320312;-0.011505126953125,-0.7329273223876953;-0.018520355224609375;-1.985548973083496;-0.02547740936279297;-1.4366703033447266;-4.278974533081055;-0.016218185424804688;-2.0785903930664062;-0.012430191040039062,0.0;-8.355461120605469;-20.56597900390625;-4.673770904541016;-3.735309600830078;-20.850791931152344;-6.501312255859375;-12.151336669921875;-7.287929534912109,0.0;-3.1556758880615234;-8.042118072509766;-3.4490957260131836;-5.776699542999268;-7.7168707847595215;-0.46918392181396484;-3.2480506896972656;-0.6812562942504883
He is short. She too is tall.,tall-short,n,mp,n,mf,-2.976917266845703;-0.113250732421875;-4.3058624267578125;-0.00699615478515625;-1.2644271850585938;-3.766857147216797;-0.0423126220703125;-3.654510498046875;-0.01100921630859375,-0.875579833984375;-0.03222465515136719;-3.297220230102539;-0.027632713317871094;-1.475515365600586;-4.058213233947754;-0.010808944702148438;-2.612856864929199;-0.015380859375,0.0;-9.491706848144531;-16.147796630859375;-4.841667175292969;-6.676044464111328;-18.313873291015625;-8.297637939453125;-14.1373291015625;-7.015453338623047,0.0;-3.1556758880615234;-8.098012924194336;-3.591059684753418;-5.2401299476623535;-7.984504699707031;-0.6531524658203125;-3.064103126525879;-0.6786050796508789
He is not tall. She too is tall.,tall-short,n,pp,y,mf,-1.1442184448242188;-0.13549041748046875;-4.212444305419922;-1.0095329284667969;-0.01016998291015625;-1.5927352905273438;-3.44927978515625;-0.08570098876953125;-1.5168685913085938;-0.02796173095703125,-1.0331144332885742;-0.024660110473632812;-3.020956039428711;-0.4164743423461914;-0.022012710571289062;-1.4586315155029297;-3.1144371032714844;-0.01618194580078125;-1.164231300354004;-0.03135490417480469,0.0;-9.401695251464844;-6.591949462890625;-12.765291213989258;-4.647705078125;-5.850151062011719;-15.109626770019531;-5.51702880859375;-16.716224670410156;-7.35699462890625,0.0;-3.1556758880615234;-2.8939313888549805;-8.616869926452637;-2.4280290603637695;-5.448347091674805;-8.059860229492188;-0.6825704574584961;-2.0805749893188477;-0.9146709442138672
He is not short. She too is short.,tall-short,n,mm,y,mf,-2.2831077575683594;-0.138336181640625;-2.8588333129882812;-2.346363067626953;-0.01215362548828125;-1.9861106872558594;-2.876148223876953;-0.06359100341796875;-0.5280227661132812;-0.02054595947265625,-1.0609197616577148;-0.031248092651367188;-3.5577287673950195;-1.0817451477050781;-0.03147602081298828;-2.143939971923828;-3.0689802169799805;-0.01528167724609375;-0.5707883834838867;-0.0249481201171875,0.0;-12.926151275634766;-9.199302673339844;-8.456216812133789;-4.749271392822266;-5.260953903198242;-15.809940338134766;-5.976675033569336;-11.103836059570312;-6.675334930419922,0.0;-3.1556758880615234;-2.8939313888549805;-7.845133304595947;-4.472704887390137;-5.810430526733398;-8.230302810668945;-0.7338361740112305;-3.277768135070801;-0.9343461990356445
He is not tall. She too is short.,tall-short,n,pm,y,mf,-4.293148040771484;-0.12277984619140625;-0.717864990234375;-1.4053993225097656;-0.0044708251953125;-3.7775421142578125;-2.033039093017578;-0.02677154541015625;-0.5312042236328125;-0.0194549560546875,-0.9369525909423828;-0.018688201904296875;-2.888735771179199;-1.232741355895996;-0.016519546508789062;-1.6038799285888672;-3.1959095001220703;-0.014051437377929688;-1.2887887954711914;-0.0216827392578125,0.0;-11.10793685913086;-9.63911247253418;-10.70974063873291;-5.284969329833984;-5.270769119262695;-14.6661376953125;-6.577104568481445;-7.171619415283203;-6.296047210693359,0.0;-3.1556758880615234;-2.8939313888549805;-8.616869926452637;-2.4280290603637695;-5.448347091674805;-8.059860229492188;-0.6825704574584961;-2.6718530654907227;-0.9251213073730469
He is not short. She too is tall.,tall-short,n,mp,y,mf,-4.4691009521484375;-0.0953216552734375;-2.5815048217773438;-2.779163360595703;-0.00634765625;-4.188262939453125;-2.4035072326660156;-0.03397369384765625;-1.3124923706054688;-0.0192108154296875,-1.8734073638916016;-0.03574371337890625;-2.1621875762939453;-2.861506462097168;-0.024234771728515625;-2.6424036026000977;-3.157698631286621;-0.017559051513671875;-1.616562843322754;-0.029050827026367188,0.0;-13.145450592041016;-8.891411781311035;-13.19438362121582;-6.122280120849609;-5.166774749755859;-16.496078491210938;-8.847644805908203;-14.305988311767578;-4.346035003662109,0.0;-3.1556758880615234;-2.8939313888549805;-7.845133304595947;-4.472704887390137;-5.810430526733398;-8.230302810668945;-0.7338361740112305;-2.1067800521850586;-0.9993247985839844
She is tall. He too is tall.,tall-short,n,pp,n,fm,-1.5711326599121094;-0.1595001220703125;-0.04897308349609375;-0.002716064453125;-0.21445465087890625;-1.6683807373046875;-0.05017852783203125;-0.047454833984375;-0.00952911376953125,-1.8291540145874023;-0.073883056640625;-0.3029918670654297;-0.03411579132080078;-1.2525177001953125;-2.033541679382324;-0.01123809814453125;-0.36878395080566406;-0.01751708984375,0.0;-4.948970794677734;-9.280963897705078;-7.696094512939453;-10.645605087280273;-14.976890563964844;-3.0959739685058594;-9.46661376953125;-6.975486755371094,0.0;-3.225691318511963;-7.766933917999268;-3.5053625106811523;-5.669235706329346;-7.5034284591674805;-0.4594545364379883;-0.5655851364135742;-0.7448844909667969
She is short. He too is short.,tall-short,n,mm,n,fm,-3.3759803771972656;-0.12377166748046875;-0.08123779296875;-0.0042724609375;-0.29923248291015625;-1.3065719604492188;-0.05921173095703125;-0.06147003173828125;-0.01227569580078125,-0.9258899688720703;-0.0240631103515625;-0.24333953857421875;-0.03463172912597656;-1.1115283966064453;-3.283717155456543;-0.0067348480224609375;-0.3554391860961914;-0.01294708251953125,0.0;-6.5929718017578125;-13.009414672851562;-8.18646240234375;-11.609621047973633;-15.530345916748047;-3.2163734436035156;-12.130897521972656;-6.753761291503906,0.0;-3.225691318511963;-8.06519889831543;-3.497781753540039;-6.001190185546875;-7.842921257019043;-0.6111278533935547;-1.0645551681518555;-0.6836481094360352
