sentence,adjectives,transparency,polarity,negation,gender,roberta_large_sentence_surprisal,bert_large_cased_sentence_surprisal,xlnet_large_cased_sentence_surprisal,gpt2_large_sentence_surprisal
"He is not impolite, and she is polite too.",polite-impolite,y,mp,y,mf,18.28813553,20.27346087,129.1670227,41.32195663
"She is polite, and he is polite too.",polite-impolite,y,pp,n,fm,1.97832489,2.493560791,102.0400085,30.66213417
"She is impolite, and he is impolite too.",polite-impolite,y,mm,n,fm,2.371273041,2.934780121,151.6793365,36.31396866
"She is polite, and he is impolite too.",polite-impolite,y,pm,n,fm,24.79098892,13.06306934,141.4356689,40.73209381
"She is impolite, and he is polite too.",polite-impolite,y,mp,n,fm,23.7003479,13.67016888,115.9022751,38.97266769
"She is not polite, and he is polite too.",polite-impolite,y,pp,y,fm,25.69750595,15.59620667,100.7699127,36.57269669
"She is not impolite, and he is impolite too.",polite-impolite,y,mm,y,fm,8.836818695,9.687971115,143.1346893,41.58805466
"She is not polite, and he is impolite too.",polite-impolite,y,pm,y,fm,19.76177216,18.97414541,129.0510406,42.97874451
"She is not impolite, and he is polite too.",polite-impolite,y,mp,y,fm,19.53786087,20.58320665,127.6180038,40.01377106
"He is courteous, and she is courteous too.",courteous-rude,n,pp,n,mf,1.113349915,1.858057976,100.4587402,36.29903412
"He is rude, and she is rude too.",courteous-rude,n,mm,n,mf,2.880142212,3.374222755,89.02453613,33.5228157
"He is courteous, and she is rude too.",courteous-rude,n,pm,n,mf,28.82228851,17.17535973,98.03684235,42.41094971
"He is rude, and she is courteous too.",courteous-rude,n,mp,n,mf,24.03410339,13.76592064,98.85174561,40.3532486
"He is not courteous, and she is courteous too.",courteous-rude,n,pp,y,mf,13.5855484,10.74697113,96.22340393,42.18447113
"He is not rude, and she is rude too.",courteous-rude,n,mm,y,mf,20.16109085,17.23177814,94.76014709,39.5465889
"He is not courteous, and she is rude too.",courteous-rude,n,pm,y,mf,17.51880264,19.96797943,92.7979126,42.48054504
"He is not rude, and she is courteous too.",courteous-rude,n,mp,y,mf,15.26732254,19.70035791,89.54989624,41.13731003
"She is courteous, and he is courteous too.",courteous-rude,n,pp,n,fm,1.147331238,1.921970367,100.1031952,34.72783661
"She is rude, and he is rude too.",courteous-rude,n,mm,n,fm,3.414306641,3.717267036,88.97981262,32.23435211
"She is courteous, and he is rude too.",courteous-rude,n,pm,n,fm,30.29135132,18.47648335,109.9377441,41.01695251
"She is rude, and he is courteous too.",courteous-rude,n,mp,n,fm,26.21160507,15.75147867,101.6046219,38.84674072
"She is not courteous, and he is courteous too.",courteous-rude,n,pp,y,fm,13.95137024,10.33684921,101.47686,40.55796432
"She is not rude, and he is rude too.",courteous-rude,n,mm,y,fm,22.09619904,17.01264524,92.54316711,38.88230515
"She is not courteous, and he is rude too.",courteous-rude,n,pm,y,fm,18.35754776,19.33027554,99.16973877,41.00601196
"She is not rude, and he is courteous too.",courteous-rude,n,mp,y,fm,16.5875473,20.36018038,95.30182648,40.59696579
"He is courteous, and she is courteous too.",courteous-discourteous,y,pp,n,mf,1.113349915,1.858057976,100.4587402,36.29903412
"He is discourteous, and she is discourteous too.",courteous-discourteous,y,mm,n,mf,1.341415405,2.590340614,173.0716553,41.56265259
"He is courteous, and she is discourteous too.",courteous-discourteous,y,pm,n,mf,28.27240753,5.153766632,141.2765198,44.53484344
"He is discourteous, and she is courteous too.",courteous-discourteous,y,mp,n,mf,19.60464478,5.206058502,133.6797485,42.37882996
"He is not courteous, and she is courteous too.",courteous-discourteous,y,pp,y,mf,13.5855484,10.74697113,96.22340393,42.18447113
"He is not discourteous, and she is discourteous too.",courteous-discourteous,y,mm,y,mf,12.92918777,8.311348915,183.1028748,46.51868439
"He is not courteous, and she is discourteous too.",courteous-discourteous,y,pm,y,mf,14.7460289,14.00337601,129.7224274,45.65602112
"He is not discourteous, and she is courteous too.",courteous-discourteous,y,mp,y,mf,20.19540024,12.20310402,142.1094055,43.95704651
"She is courteous, and he is courteous too.",courteous-discourteous,y,pp,n,fm,1.147331238,1.921970367,100.1031952,34.72783661
"She is discourteous, and he is discourteous too.",courteous-discourteous,y,mm,n,fm,1.342544556,2.786679268,176.5007324,40.24740982
"She is courteous, and he is discourteous too.",courteous-discourteous,y,pm,n,fm,28.53869247,6.171515465,136.0709991,43.55263519
"She is discourteous, and he is courteous too.",courteous-discourteous,y,mp,n,fm,20.00170517,5.686912537,151.9160919,40.83167267
"She is not courteous, and he is courteous too.",courteous-discourteous,y,pp,y,fm,13.95137024,10.33684921,101.47686,40.55796432
"She is not discourteous, and he is discourteous too.",courteous-discourteous,y,mm,y,fm,12.61215591,8.430749893,189.5674591,45.37750244
"She is not courteous, and he is discourteous too.",courteous-discourteous,y,pm,y,fm,15.63755035,15.48752975,136.1858978,44.52926254
"She is not discourteous, and he is courteous too.",courteous-discourteous,y,mp,y,fm,20.70278549,13.01440334,148.7393188,42.55011749
"He is useful, and she is useful too.",useful-useless,-,pp,n,mf,3.322914124,3.129228592,100.3650513,33.96785355
"He is useless, and she is useless too.",useful-useless,-,mm,n,mf,1.505378723,2.070381165,90.82902527,32.38161087
"He is useful, and she is useless too.",useful-useless,-,pm,n,mf,26.82873917,14.49869919,100.0207596,39.91982651
"He is useless, and she is useful too.",useful-useless,-,mp,n,mf,16.36604309,15.4050045,100.4876862,36.94537354
"He is not useful, and she is useful too.",useful-useless,-,pp,y,mf,19.24090195,19.00634813,90.71089172,39.21656036
"He is not useless, and she is useless too.",useful-useless,-,mm,y,mf,20.17283249,11.57787132,88.69821167,38.85691452
"He is not useful, and she is useless too.",useful-useless,-,pm,y,mf,4.33731842,8.847323418,90.05426025,39.00662994
"He is not useless, and she is useful too.",useful-useless,-,mp,y,mf,12.12506866,12.7446909,93.15550232,38.86045456
"She is useful, and he is useful too.",useful-useless,-,pp,n,fm,3.494419098,3.302674294,102.2444916,32.66102219
"She is useless, and he is useless too.",useful-useless,-,mm,n,fm,1.815582275,2.22427845,93.05233002,32.4758606
"She is useful, and he is useless too.",useful-useless,-,pm,n,fm,27.91423035,14.07419395,100.1475677,38.63794327
"She is useless, and he is useful too.",useful-useless,-,mp,n,fm,16.53012466,16.25171232,101.7714539,36.95741272
"She is not useful, and he is useful too.",useful-useless,-,pp,y,fm,20.22832108,18.91806746,90.47453308,38.09483719
"She is not useless, and he is useless too.",useful-useless,-,mm,y,fm,19.16019821,11.23733425,84.79956818,39.85302353
"She is not useful, and he is useless too.",useful-useless,-,pm,y,fm,4.70647049,8.652172089,88.34832001,38.10552216
"She is not useless, and he is useful too.",useful-useless,-,mp,y,fm,14.08046722,14.48312378,90.2158432,40.09822845
"He is fair, and she is fair too.",fair-unfair,y,pp,n,mf,3.107139587,4.174280167,88.53379822,32.2755127
"He is unfair, and she is unfair too.",fair-unfair,y,mm,n,mf,3.761123657,6.234474182,94.03935242,35.15565109
"He is fair, and she is unfair too.",fair-unfair,y,pm,n,mf,19.32220459,17.65073681,93.39698029,37.78211212
"He is unfair, and she is fair too.",fair-unfair,y,mp,n,mf,17.02847672,19.69864845,87.96061707,36.38126373
"He is not fair, and she is fair too.",fair-unfair,y,pp,y,mf,17.60958481,12.18291855,83.81939697,38.59423065
"He is not unfair, and she is unfair too.",fair-unfair,y,mm,y,mf,15.73212814,18.10704517,89.06651306,42.71068954
"He is not fair, and she is unfair too.",fair-unfair,y,pm,y,mf,7.229850769,11.71681023,89.3243866,37.44231415
"He is not unfair, and she is fair too.",fair-unfair,y,mp,y,mf,11.08600616,18.96671724,87.53886414,40.77993011
"She is fair, and he is fair too.",fair-unfair,y,pp,n,fm,3.422466278,4.451267242,82.34568787,31.15710449
"She is unfair, and he is unfair too.",fair-unfair,y,mm,n,fm,4.617744446,6.147874832,87.6762085,35.09026718
"She is fair, and he is unfair too.",fair-unfair,y,pm,n,fm,17.64698029,17.13459969,86.99636078,37.00452805
"She is unfair, and he is fair too.",fair-unfair,y,mp,n,fm,18.27181625,18.67538452,86.67271423,36.67786789
"She is not fair, and he is fair too.",fair-unfair,y,pp,y,fm,20.05316544,11.72363186,85.73125458,38.02898407
"She is not unfair, and he is unfair too.",fair-unfair,y,mm,y,fm,16.85938644,17.05010128,89.65531921,42.80242157
"She is not fair, and he is unfair too.",fair-unfair,y,pm,y,fm,8.039165497,10.73780537,85.49411011,37.89548492
"She is not unfair, and he is fair too.",fair-unfair,y,mp,y,fm,11.37617874,17.52430344,86.25015259,41.4754715
"He is just, and she is just too.",just-unjust,y,pp,n,mf,13.99093246,17.45685768,87.71260834,32.91042328
"He is unjust, and she is unjust too.",just-unjust,y,mm,n,mf,4.096088409,3.850279808,98.47039795,34.12752533
"He is just, and she is unjust too.",just-unjust,y,pm,n,mf,32.94995117,24.66745424,82.13258362,42.45935059
"He is unjust, and she is just too.",just-unjust,y,mp,n,mf,30.38491821,16.08574295,94.18328857,38.37559891
"He is not just, and she is just too.",just-unjust,y,pp,y,mf,21.66250229,26.82313204,81.49911499,41.16838074
"He is not unjust, and she is unjust too.",just-unjust,y,mm,y,mf,17.58643723,8.559412956,91.09764862,41.27962494
"He is not just, and she is unjust too.",just-unjust,y,pm,y,mf,22.27924728,30.1614747,91.42990112,46.55678558
"He is not unjust, and she is just too.",just-unjust,y,mp,y,mf,32.37355804,21.27893114,96.78066254,43.00114059
"She is just, and he is just too.",just-unjust,y,pp,n,fm,14.85268784,19.05184793,80.52741241,32.45522308
"She is unjust, and he is unjust too.",just-unjust,y,mm,n,fm,4.48891449,4.385997772,109.5930328,34.78541565
"She is just, and he is unjust too.",just-unjust,y,pm,n,fm,33.12654877,25.71342993,91.44129181,41.69200897
"She is unjust, and he is just too.",just-unjust,y,mp,n,fm,33.28362274,16.46562481,100.440033,39.92046356
"She is not just, and he is just too.",just-unjust,y,pp,y,fm,23.08405685,28.13849497,86.16909027,41.46744156
"She is not unjust, and he is unjust too.",just-unjust,y,mm,y,fm,18.02990723,8.824706078,90.74476624,41.70257568
"She is not just, and he is unjust too.",just-unjust,y,pm,y,fm,24.27190781,31.59702921,86.78681183,47.09364319
"She is not unjust, and he is just too.",just-unjust,y,mp,y,fm,34.68709564,21.80294704,86.94232941,44.15388489
"He is attractive, and she is attractive too.",attractive-unattractive,y,pp,n,mf,3.377998352,3.077084541,103.8599701,28.72020721
"He is unattractive, and she is unattractive too.",attractive-unattractive,y,mm,n,mf,1.225944519,2.234480858,181.3495941,31.87267494
"He is attractive, and she is unattractive too.",attractive-unattractive,y,pm,n,mf,14.60915375,8.704808235,153.502594,35.19509888
"He is unattractive, and she is attractive too.",attractive-unattractive,y,mp,n,mf,8.539360046,10.51528549,135.1797028,33.07736969
"He is not attractive, and she is attractive too.",attractive-unattractive,y,pp,y,mf,17.38913727,14.09687901,93.66516113,34.42794037
"He is not unattractive, and she is unattractive too.",attractive-unattractive,y,mm,y,mf,7.238670349,7.006251335,184.7201538,37.70650482
"He is not attractive, and she is unattractive too.",attractive-unattractive,y,pm,y,mf,2.487113953,12.51239109,126.4623108,36.3529129
"He is not unattractive, and she is attractive too.",attractive-unattractive,y,mp,y,mf,2.902160645,13.46799469,135.9669647,34.59285355
"She is attractive, and he is attractive too.",attractive-unattractive,y,pp,n,fm,3.522987366,2.997220039,106.8736649,29.23981857
"She is unattractive, and he is unattractive too.",attractive-unattractive,y,mm,n,fm,1.185966492,2.390964508,190.1772766,32.43344498
"She is attractive, and he is unattractive too.",attractive-unattractive,y,pm,n,fm,15.78961945,11.60155487,146.3450165,35.48195267
"She is unattractive, and he is attractive too.",attractive-unattractive,y,mp,n,fm,9.553432465,9.804592133,142.6856842,33.43494415
"She is not attractive, and he is attractive too.",attractive-unattractive,y,pp,y,fm,18.23353958,13.37369251,96.15990448,34.34477234
"She is not unattractive, and he is unattractive too.",attractive-unattractive,y,mm,y,fm,6.928829193,7.048683167,187.2795105,38.6516571
"She is not attractive, and he is unattractive too.",attractive-unattractive,y,pm,y,fm,2.694530487,15.43350315,135.0523529,36.94026947
"She is not unattractive, and he is attractive too.",attractive-unattractive,y,mp,y,fm,3.014709473,13.87660789,146.6435699,36.00735855
"He is beautiful, and she is beautiful too.",beautiful-ugly,n,pp,n,mf,1.79901123,2.322307587,95.94595337,24.98830032
"He is ugly, and she is ugly too.",beautiful-ugly,n,mm,n,mf,1.667060852,2.022809029,95.63798523,30.31891632
"He is beautiful, and she is ugly too.",beautiful-ugly,n,pm,n,mf,29.97439957,13.50961876,100.6373901,32.23370743
"He is ugly, and she is beautiful too.",beautiful-ugly,n,mp,n,mf,25.26374435,12.18379021,106.9526978,32.89167786
"He is not beautiful, and she is beautiful too.",beautiful-ugly,n,pp,y,mf,18.60914993,16.38101768,86.80896759,33.31847382
"He is not ugly, and she is ugly too.",beautiful-ugly,n,mm,y,mf,15.8557663,10.3899765,88.01252747,37.20972061
"He is not beautiful, and she is ugly too.",beautiful-ugly,n,pm,y,mf,16.98233414,13.11633682,93.49508667,36.65471649
"He is not ugly, and she is beautiful too.",beautiful-ugly,n,mp,y,mf,14.11694336,9.70121479,94.76322174,36.46885681
"She is beautiful, and he is beautiful too.",beautiful-ugly,n,pp,n,fm,2.07535553,2.158911705,92.19508362,26.16822433
"She is ugly, and he is ugly too.",beautiful-ugly,n,mm,n,fm,1.924949646,2.319720268,96.36619568,29.71412468
"She is beautiful, and he is ugly too.",beautiful-ugly,n,pm,n,fm,27.52545547,11.42737436,109.2983093,33.17325592
"She is ugly, and he is beautiful too.",beautiful-ugly,n,mp,n,fm,31.60136795,13.74912357,105.3723679,33.51404953
"She is not beautiful, and he is beautiful too.",beautiful-ugly,n,pp,y,fm,18.30135345,14.26515961,84.38311768,34.31622696
"She is not ugly, and he is ugly too.",beautiful-ugly,n,mm,y,fm,15.41475677,10.33523083,85.33825684,37.56018066
"She is not beautiful, and he is ugly too.",beautiful-ugly,n,pm,y,fm,16.74427795,11.24886513,94.68042755,37.30900574
"She is not ugly, and he is beautiful too.",beautiful-ugly,n,mp,y,fm,16.31741714,10.32042313,86.68817139,37.96719742
"He is pretty, and she is pretty too.",pretty-ugly,n,pp,n,mf,2.856956482,4.218629837,92.63453674,27.9480114
"He is ugly, and she is ugly too.",pretty-ugly,n,mm,n,mf,1.667060852,2.022809029,95.63798523,30.31891632
"He is pretty, and she is ugly too.",pretty-ugly,n,pm,n,mf,30.95941544,15.900455,91.75769806,34.02608109
"He is ugly, and she is pretty too.",pretty-ugly,n,mp,n,mf,20.49391174,13.59617662,97.80630493,33.97183228
"He is not pretty, and she is pretty too.",pretty-ugly,n,pp,y,mf,17.31255341,12.93315601,77.6946106,34.80470276
"He is not ugly, and she is ugly too.",pretty-ugly,n,mm,y,mf,15.8557663,10.3899765,88.01252747,37.20972061
"He is not pretty, and she is ugly too.",pretty-ugly,n,pm,y,mf,13.02589417,12.29461288,85.82954407,34.86386871
"He is not ugly, and she is pretty too.",pretty-ugly,n,mp,y,mf,14.94148636,13.10665607,83.66744995,38.2085762
"She is pretty, and he is pretty too.",pretty-ugly,n,pp,n,fm,2.651344299,2.986711502,77.03325653,27.1870079
"She is ugly, and he is ugly too.",pretty-ugly,n,mm,n,fm,1.924949646,2.319720268,96.36619568,29.71412468
"She is pretty, and he is ugly too.",pretty-ugly,n,pm,n,fm,27.08625031,13.23061514,92.04963684,32.26050186
"She is ugly, and he is pretty too.",pretty-ugly,n,mp,n,fm,28.73159027,15.58449078,100.0627365,34.67878342
"She is not pretty, and he is pretty too.",pretty-ugly,n,pp,y,fm,18.397892,12.09947205,83.61997986,37.08421326
"She is not ugly, and he is ugly too.",pretty-ugly,n,mm,y,fm,15.41475677,10.33523083,85.33825684,37.56018066
"She is not pretty, and he is ugly too.",pretty-ugly,n,pm,y,fm,14.79982758,11.19836617,88.86079407,36.96434021
"She is not ugly, and he is pretty too.",pretty-ugly,n,mp,y,fm,18.29330063,17.55004883,83.7053833,39.75548935
"He is ambitious, and she is ambitious too.",ambitious-unambitious,y,pp,n,mf,3.694541931,2.003516197,105.9515533,29.64941788
"He is unambitious, and she is unambitious too.",ambitious-unambitious,y,mm,n,mf,1.285125732,2.267795563,213.4508972,38.0583725
"He is ambitious, and she is unambitious too.",ambitious-unambitious,y,pm,n,mf,16.45610046,8.257797241,150.1452026,39.98872375
"He is unambitious, and she is ambitious too.",ambitious-unambitious,y,mp,n,mf,11.763134,10.2379179,143.6672363,35.95244598
"He is not ambitious, and she is ambitious too.",ambitious-unambitious,y,pp,y,mf,21.45631409,16.20279503,99.04585266,38.72688675
"He is not unambitious, and she is unambitious too.",ambitious-unambitious,y,mm,y,mf,8.714736938,8.854879379,180.9512024,44.00051498
"He is not ambitious, and she is unambitious too.",ambitious-unambitious,y,pm,y,mf,8.500095367,24.87465668,143.9786987,44.42652893
"He is not unambitious, and she is ambitious too.",ambitious-unambitious,y,mp,y,mf,5.621543884,26.25172377,143.6271362,41.04934311
"She is ambitious, and he is ambitious too.",ambitious-unambitious,y,pp,n,fm,4.406154633,2.10600853,95.26716614,29.57693481
"She is unambitious, and he is unambitious too.",ambitious-unambitious,y,mm,n,fm,1.404541016,2.395057678,189.4606323,39.0537262
"She is ambitious, and he is unambitious too.",ambitious-unambitious,y,pm,n,fm,18.2580452,10.04667282,146.8006744,39.57001495
