sentence,adjectives,transparency,polarity,negation,gender,gpt2_large_surprisal,xlnet_large_cased_surprisal,bert_large_cased_surprisal,roberta_large_surprisal
He is not lucky means that he is lucky.,lucky-unlucky,y,pp,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-9.195943832397461;-12.278226852416992;-1.5952434539794922;-0.5035552978515625;-0.9079303741455078;-2.8855085372924805;-1.333765983581543,0.0;-4.986228942871094;-3.1690597534179688;-10.80527114868164;-11.140377044677734;-3.7681312561035156;-4.010047912597656;-4.2196197509765625;-10.877971649169922;-3.725982666015625,-1.3458003997802734;-0.08676624298095703;-2.616957664489746;-1.3971223831176758;-7.256929397583008;-0.2278118133544922;-0.6569252014160156;-0.21932220458984375;-2.7344970703125;-0.11260032653808594,-1.06494140625;-1.0046615600585938;-1.5045509338378906;-1.7352218627929688;-10.152252197265625;-0.0576171875;-0.121307373046875;-0.08910369873046875;-2.1393356323242188;-0.16864013671875
He is not unlucky means that he is unlucky.,lucky-unlucky,y,mm,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-11.552268981933594;-12.089426040649414;-1.4259004592895508;-0.4989452362060547;-1.0060014724731445;-2.79287052154541;-1.1614208221435547,0.0;-5.119956970214844;-4.556385040283203;-24.67931365966797;-12.291557312011719;-4.806182861328125;-4.987003326416016;-3.6395225524902344;-28.26616668701172;-5.0804290771484375,-1.103872299194336;-0.06295967102050781;-2.715250015258789;-0.03314399719238281;-6.236502170562744;-0.28349971771240234;-0.29490184783935547;-0.11788463592529297;-0.019886016845703125;-0.13422012329101562,-1.7192916870117188;-0.6772842407226562;-1.707611083984375;-2.8998565673828125;-8.615676879882812;-0.03519439697265625;-0.16918182373046875;-0.054412841796875;-1.6416778564453125;-0.136260986328125
He is not lucky means that he is unlucky.,lucky-unlucky,y,pm,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-9.195943832397461;-12.278226852416992;-1.5952434539794922;-0.5035552978515625;-0.9079303741455078;-3.4116978645324707;-1.0300483703613281,0.0;-4.2745819091796875;-3.326892852783203;-9.41891860961914;-10.10122299194336;-5.3969268798828125;-5.510959625244141;-5.185230255126953;-24.228404998779297;-3.1944808959960938,-1.6150951385498047;-0.081390380859375;-2.4096527099609375;-1.7052316665649414;-7.073140621185303;-0.10911369323730469;-0.09410476684570312;-0.0689239501953125;-0.017324447631835938;-0.06542778015136719,-2.1188278198242188;-0.392608642578125;-0.22010040283203125;-1.5772895812988281;-8.64898681640625;-0.05342864990234375;-0.0357208251953125;-0.07125091552734375;-1.7609176635742188;-0.120849609375
He is not unlucky means that he is lucky.,lucky-unlucky,y,mp,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-11.552268981933594;-12.089426040649414;-1.4259004592895508;-0.4989452362060547;-1.0060014724731445;-2.8410844802856445;-1.2404260635375977,0.0;-2.0998077392578125;-4.074611663818359;-17.98648452758789;-8.960418701171875;-5.005638122558594;-7.336025238037109;-4.679645538330078;-11.09109115600586;-5.651971817016602,-1.4968690872192383;-0.05872535705566406;-2.7584619522094727;-0.40735530853271484;-8.12821102142334;-0.17688369750976562;-0.1275653839111328;-0.14137649536132812;-0.8845930099487305;-0.10789299011230469,-1.6448898315429688;-0.42032623291015625;-0.7527084350585938;-4.700111389160156;-8.213909149169922;-0.03881072998046875;-0.032806396484375;-0.06011962890625;-0.71405029296875;-0.15750885009765625
She is lucky means that she is lucky.,lucky-unlucky,y,pp,n,fm,0.0;-3.225691318511963;-7.463908672332764;-13.001134872436523;-1.6844596862792969;-0.9593448638916016;-1.6881484985351562;-4.540142059326172;-1.9262666702270508,0.0;-3.944957733154297;-14.731071472167969;-9.725828170776367;-1.884521484375;-3.9375038146972656;-3.617950439453125;-14.912181854248047;-5.15264892578125,-0.6718530654907227;-0.45888423919677734;-2.2258071899414062;-6.585268497467041;-0.15439319610595703;-0.739288330078125;-0.18727970123291016;-2.1105127334594727;-0.13776588439941406,-0.48541259765625;-0.9325103759765625;-2.62579345703125;-10.942974090576172;-0.08930206298828125;-0.6123580932617188;-0.12158966064453125;-3.145721435546875;-0.1388397216796875
She is unlucky means that she is unlucky.,lucky-unlucky,y,mm,n,fm,0.0;-3.225691318511963;-10.747077941894531;-11.589527130126953;-1.3755521774291992;-0.9432916641235352;-1.479914665222168;-2.718860626220703;-1.5855321884155273,0.0;-5.340702056884766;-34.11153793334961;-9.99282455444336;-3.377399444580078;-4.658607482910156;-7.931678771972656;-33.97724533081055;-4.972801208496094,-1.1395902633666992;-0.6873598098754883;-0.04800701141357422;-5.957546234130859;-0.20644283294677734;-1.0529680252075195;-0.22010421752929688;-0.037631988525390625;-0.15947532653808594,-0.6879348754882812;-0.35692596435546875;-2.9310340881347656;-8.088394165039062;-0.037109375;-0.2783050537109375;-0.077239990234375;-2.838512420654297;-0.12569427490234375
She is lucky means that she is unlucky.,lucky-unlucky,y,pm,n,fm,0.0;-3.225691318511963;-7.463908672332764;-13.001134872436523;-1.6844596862792969;-0.9593448638916016;-1.6881484985351562;-8.514043807983398;-1.5494718551635742,0.0;-4.504772186279297;-14.282997131347656;-10.264986038208008;-3.3451271057128906;-5.425304412841797;-6.205318450927734;-27.900693893432617;-4.3112335205078125,-1.9060449600219727;-1.736114501953125;-2.5728349685668945;-7.371940612792969;-0.11737728118896484;-0.6177511215209961;-0.09294986724853516;-0.04710865020751953;-0.08122444152832031,-0.8773269653320312;-0.8413734436035156;-4.059490203857422;-9.91939926147461;-0.03936767578125;-1.3795242309570312;-0.09244537353515625;-4.451087951660156;-0.14128875732421875
She is unlucky means that she is lucky.,lucky-unlucky,y,mp,n,fm,0.0;-3.225691318511963;-10.747077941894531;-11.589527130126953;-1.3755521774291992;-0.9432916641235352;-1.479914665222168;-4.3588128089904785;-1.8195390701293945,0.0;-3.7468528747558594;-23.958663940429688;-9.968265533447266;-2.100452423095703;-5.1439361572265625;-5.2118682861328125;-12.234807968139648;-5.411263465881348,-2.084345817565918;-1.105696678161621;-0.3659200668334961;-8.509267807006836;-0.1303081512451172;-0.4130439758300781;-0.2829160690307617;-2.4087648391723633;-0.09186744689941406,-0.3979339599609375;-1.0142669677734375;-4.870479583740234;-8.369606018066406;-0.02577972412109375;-1.1178207397460938;-0.0680694580078125;-4.845081329345703;-0.12612152099609375
She is not lucky means that she is lucky.,lucky-unlucky,y,pp,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-9.533731460571289;-12.612699508666992;-1.5471248626708984;-0.5375022888183594;-0.9996976852416992;-2.818242073059082;-1.507765769958496,0.0;-4.020877838134766;-3.6175689697265625;-11.166130065917969;-10.750503540039062;-4.468650817871094;-4.622386932373047;-2.9582901000976562;-12.059837341308594;-3.887706756591797,-1.1438407897949219;-0.08953285217285156;-2.5667333602905273;-2.24527645111084;-7.1979217529296875;-0.28435325622558594;-0.9021739959716797;-0.2279338836669922;-3.4485397338867188;-0.10299491882324219,-0.5432815551757812;-1.3956336975097656;-1.4935760498046875;-1.763214111328125;-10.330253601074219;-0.03765869140625;-0.28488922119140625;-0.0774383544921875;-2.3864059448242188;-0.1699981689453125
She is not unlucky means that she is unlucky.,lucky-unlucky,y,mm,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-12.262713432312012;-11.929875373840332;-1.3366241455078125;-0.5692844390869141;-0.9941577911376953;-2.9944257736206055;-1.2330188751220703,0.0;-3.5327720642089844;-3.8396263122558594;-23.175783157348633;-12.362998962402344;-4.40704345703125;-7.349269866943359;-2.6349411010742188;-27.32880401611328;-5.252220153808594,-1.0063228607177734;-0.07066917419433594;-2.8888282775878906;-0.03377532958984375;-6.544154644012451;-0.3502464294433594;-0.4167442321777344;-0.14827442169189453;-0.022607803344726562;-0.12687301635742188,-0.4783935546875;-0.7969207763671875;-1.9266738891601562;-3.573760986328125;-8.68582534790039;-0.03112030029296875;-0.37801361083984375;-0.04608154296875;-1.9279518127441406;-0.1230010986328125
She is not lucky means that she is unlucky.,lucky-unlucky,y,pm,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-9.533731460571289;-12.612699508666992;-1.5471248626708984;-0.5375022888183594;-0.9996976852416992;-3.5147833824157715;-1.0756101608276367,0.0;-3.01947021484375;-3.5179061889648438;-9.954856872558594;-10.146713256835938;-4.926246643066406;-6.380462646484375;-4.527713775634766;-25.961780548095703;-2.721111297607422,-1.444025993347168;-0.09667491912841797;-2.347139358520508;-2.347804069519043;-7.159585952758789;-0.09910964965820312;-0.17306804656982422;-0.08269119262695312;-0.017665863037109375;-0.05395698547363281,-0.273681640625;-0.3763580322265625;-0.21935272216796875;-2.0265464782714844;-8.711345672607422;-0.04299163818359375;-0.04706573486328125;-0.059844970703125;-2.2565536499023438;-0.115631103515625
She is not unlucky means that she is lucky.,lucky-unlucky,y,mp,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-12.262713432312012;-11.929875373840332;-1.3366241455078125;-0.5692844390869141;-0.9941577911376953;-2.8016767501831055;-1.2362051010131836,0.0;-1.513427734375;-3.6571731567382812;-18.404312133789062;-9.141510009765625;-4.108642578125;-7.378536224365234;-3.2512130737304688;-12.930500030517578;-5.735269546508789,-1.3589754104614258;-0.06499385833740234;-2.8714237213134766;-0.39255809783935547;-8.100602149963379;-0.2069377899169922;-0.16300201416015625;-0.16063976287841797;-1.262253761291504;-0.09498023986816406,-0.19319915771484375;-0.38580322265625;-0.8153572082519531;-5.038124084472656;-8.339027404785156;-0.03308868408203125;-0.04315185546875;-0.05138397216796875;-0.9547042846679688;-0.13719940185546875
He is tall means that he is tall.,tall-short,n,pp,n,mf,0.0;-3.1556758880615234;-8.042118072509766;-13.340826988220215;-1.4330549240112305;-0.5828781127929688;-1.468745231628418;-4.6535468101501465;-1.7413959503173828,0.0;-4.194454193115234;-9.968254089355469;-13.401588439941406;-2.545948028564453;-5.593959808349609;-6.680027008056641;-11.371238708496094;-7.630775451660156,-0.8404140472412109;-1.3691234588623047;-1.2215557098388672;-6.7969770431518555;-0.43061161041259766;-0.22537708282470703;-0.05534934997558594;-1.602889060974121;-0.11374664306640625,-0.8328819274902344;-0.7482261657714844;-1.4109687805175781;-8.902637481689453;-0.03073883056640625;-0.18123626708984375;-0.0588836669921875;-1.981475830078125;-0.13518524169921875
He is short means that he is short.,tall-short,n,mm,n,mf,0.0;-3.1556758880615234;-8.098012924194336;-14.051490783691406;-1.6509513854980469;-0.8114433288574219;-1.1373834609985352;-3.280259132385254;-3.2848410606384277,0.0;-5.119983673095703;-6.912559986114502;-8.822513580322266;-4.089038848876953;-6.049766540527344;-7.131847381591797;-8.877199172973633;-4.595224380493164,-1.7754106521606445;-1.475067138671875;-1.4078283309936523;-6.9143781661987305;-0.14493560791015625;-0.4528617858886719;-0.10419178009033203;-1.9542522430419922;-0.1290149688720703,-0.9804000854492188;-0.6977462768554688;-1.74566650390625;-8.425209045410156;-0.066070556640625;-0.3813323974609375;-0.07778167724609375;-2.2154502868652344;-0.16550445556640625
He is tall means that he is short.,tall-short,n,pm,n,mf,0.0;-3.1556758880615234;-8.042118072509766;-13.340826988220215;-1.4330549240112305;-0.5828781127929688;-1.468745231628418;-6.757081031799316;-1.995194435119629,0.0;-2.7674293518066406;-2.2097339630126953;-13.556388854980469;-6.007072448730469;-4.240440368652344;-5.448322296142578;-10.515472412109375;-5.093969345092773,-1.235335350036621;-1.295013427734375;-2.744011878967285;-7.3777618408203125;-0.14633464813232422;-0.7185850143432617;-0.034557342529296875;-4.862484931945801;-0.1419658660888672,-0.9493408203125;-0.5179290771484375;-3.1782264709472656;-10.285598754882812;-0.02634429931640625;-1.09368896484375;-0.06853485107421875;-3.7177886962890625;-0.14012908935546875
He is short means that he is tall.,tall-short,n,mp,n,mf,0.0;-3.1556758880615234;-8.098012924194336;-14.051490783691406;-1.6509513854980469;-0.8114433288574219;-1.1373834609985352;-5.124381065368652;-1.2699193954467773,0.0;-3.415159225463867;-9.890335083007812;-9.432296752929688;-6.221122741699219;-5.107486724853516;-4.840038299560547;-7.5556640625;-4.339693069458008,-1.4968185424804688;-1.7533836364746094;-2.893580436706543;-7.541760444641113;-0.19510650634765625;-0.1905813217163086;-0.06838321685791016;-3.0917530059814453;-0.12606239318847656,-0.7648429870605469;-0.9686126708984375;-3.1451873779296875;-6.9172821044921875;-0.03662872314453125;-0.4554290771484375;-0.09741973876953125;-2.1986846923828125;-0.12169647216796875
He is not tall means that he is tall.,tall-short,n,pp,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-8.616869926452637;-12.260507583618164;-1.3602237701416016;-0.6079788208007812;-1.2807388305664062;-6.072240829467773;-1.4974308013916016,0.0;-5.786022186279297;-3.4940261840820312;-11.629833221435547;-10.908531188964844;-5.934608459472656;-5.019887924194336;-4.4503021240234375;-10.825149536132812;-4.766193389892578,-1.142806053161621;-0.06276988983154297;-3.12939453125;-1.414292335510254;-8.105497360229492;-0.3815116882324219;-0.2116260528564453;-0.0776052474975586;-2.802997589111328;-0.1354522705078125,-0.8548812866210938;-0.7502059936523438;-2.7310943603515625;-1.216461181640625;-8.72067642211914;-0.048980712890625;-0.10050201416015625;-0.0429840087890625;-2.5321807861328125;-0.1912994384765625
He is not short means that he is short.,tall-short,n,mm,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-7.845133304595947;-14.248453140258789;-3.527644157409668;-0.916010856628418;-1.3891077041625977;-4.485654830932617;-3.6227245330810547,0.0;-3.523721694946289;-2.176407814025879;-6.629319190979004;-8.642889022827148;-9.050954818725586;-7.0645904541015625;-6.296718597412109;-6.694496154785156;-5.268680572509766,-0.8847160339355469;-0.046009063720703125;-3.8282556533813477;-1.2564373016357422;-7.290957450866699;-0.18497467041015625;-0.0796661376953125;-0.09010601043701172;-1.6627912521362305;-0.10461235046386719,-0.5397415161132812;-0.31784820556640625;-3.1552047729492188;-3.53118896484375;-8.602596282958984;-0.06978607177734375;-0.17758941650390625;-0.06214141845703125;-2.0636672973632812;-0.14621734619140625
He is not tall means that he is short.,tall-short,n,pm,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-8.616869926452637;-12.260507583618164;-1.3602237701416016;-0.6079788208007812;-1.2807388305664062;-5.711581230163574;-1.5856122970581055,0.0;-2.409423828125;-2.7414512634277344;-8.657001495361328;-10.316764831542969;-6.4748992919921875;-6.703422546386719;-4.3729248046875;-8.324356079101562;-5.490108489990234,-0.6295738220214844;-0.032792091369628906;-2.316072463989258;-1.2625341415405273;-7.046605110168457;-0.08802986145019531;-0.06503009796142578;-0.02767658233642578;-1.0747604370117188;-0.07026290893554688,-0.5420684814453125;-0.39043426513671875;-0.3400611877441406;-1.7257919311523438;-9.143997192382812;-0.04979705810546875;-0.023590087890625;-0.03853607177734375;-1.0067558288574219;-0.17264556884765625
He is not short means that he is tall.,tall-short,n,mp,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-7.845133304595947;-14.248453140258789;-3.527644157409668;-0.916010856628418;-1.3891077041625977;-6.479035377502441;-1.3874197006225586,0.0;-3.1443252563476562;-3.6678247451782227;-10.758030891418457;-8.297343254089355;-9.34726333618164;-8.285269737243652;-7.228191375732422;-4.999443054199219;-5.137565612792969,-0.9220790863037109;-0.04725456237792969;-3.6155338287353516;-1.0956335067749023;-7.562517166137695;-0.21930599212646484;-0.05390453338623047;-0.07810306549072266;-2.116008758544922;-0.1005096435546875,-0.42707061767578125;-0.35050201416015625;-1.1211318969726562;-3.346485137939453;-8.248001098632812;-0.071868896484375;-0.024932861328125;-0.037933349609375;-1.3821182250976562;-0.1478118896484375
She is tall means that she is tall.,tall-short,n,pp,n,fm,0.0;-3.225691318511963;-7.766933917999268;-13.840743064880371;-1.4679193496704102;-0.6413097381591797;-1.4837255477905273;-4.374508857727051;-1.603250503540039,0.0;-8.85498046875;-8.729949951171875;-10.822677612304688;-3.0518264770507812;-3.9697494506835938;-7.503387451171875;-7.575359344482422;-7.627765655517578,-0.5347490310668945;-1.1182889938354492;-1.8268051147460938;-6.8196868896484375;-0.36373138427734375;-0.31945323944091797;-0.06267929077148438;-1.5660943984985352;-0.10025405883789062,-0.4822959899902344;-0.3361358642578125;-1.6452903747558594;-8.791816711425781;-0.02677154541015625;-0.1016387939453125;-0.0422210693359375;-1.7034454345703125;-0.123199462890625
She is short means that she is short.,tall-short,n,mm,n,fm,0.0;-3.225691318511963;-8.06519889831543;-14.180160522460938;-1.5622501373291016;-0.9643964767456055;-1.4725322723388672;-3.8368616104125977;-3.0688552856445312,0.0;-6.102529525756836;-6.053677558898926;-9.094175338745117;-4.72862434387207;-7.240085601806641;-6.460334777832031;-7.188467025756836;-4.251192092895508,-1.5726509094238281;-1.1978273391723633;-1.5585088729858398;-6.618291854858398;-0.11086463928222656;-0.5736370086669922;-0.1167898178100586;-3.004094123840332;-0.09990692138671875,-0.4730224609375;-0.3920936584472656;-1.6750831604003906;-7.731151580810547;-0.05644989013671875;-0.1401824951171875;-0.059783935546875;-1.8041343688964844;-0.13463592529296875
